Detected Component: I1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:0 G31:0 G31:0 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:-0.001 G31:0 G31:0.001 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: V1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R2
G11:0 G11:0 G11:0 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
G11:0 G11:0 G11:0 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R1
G11:0.001 G11:0 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R2
G11:0.001001 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
G11:0.001001 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: C1
G11:1 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Time,N001,N002,N003,N004,C1,L1,R2,R1,V1,I1,
0.00016,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000161,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000162,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000163,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000164,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000165,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000166,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000167,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000168,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000169,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00017,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000171,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000172,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000173,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000174,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000175,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000176,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000177,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000178,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000179,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00018,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000181,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000182,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000183,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000184,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000185,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000186,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000187,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000188,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000189,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00019,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000191,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000192,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000193,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000194,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000195,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000196,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000197,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000198,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000199,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0002,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000201,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000202,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000203,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000204,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000205,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000206,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000207,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000208,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000209,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00021,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000211,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000212,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000213,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000214,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000215,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000216,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000217,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000218,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000219,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00022,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000221,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000222,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000223,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000224,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000225,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000226,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000227,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000228,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000229,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00023,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000231,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000232,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000233,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000234,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000235,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000236,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000237,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000238,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000239,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00024,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000241,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000242,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000243,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000244,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000245,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000246,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000247,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000248,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000249,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00025,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000251,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000252,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000253,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000254,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000255,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000256,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000257,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000258,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000259,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00026,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000261,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000262,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000263,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000264,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000265,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000266,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000267,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000268,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000269,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00027,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000271,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000272,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000273,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000274,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000275,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000276,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000277,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000278,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000279,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00028,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000281,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000282,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000283,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000284,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000285,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000286,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000287,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000288,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000289,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00029,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000291,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000292,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000293,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000294,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000295,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000296,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000297,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000298,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000299,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0003,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000301,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000302,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000303,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000304,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000305,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000306,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000307,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000308,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000309,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00031,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000311,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000312,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000313,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000314,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000315,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000316,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000317,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000318,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000319,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00032,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000321,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000322,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000323,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000324,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000325,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000326,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000327,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000328,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000329,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00033,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000331,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000332,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000333,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000334,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000335,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000336,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000337,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000338,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000339,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00034,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000341,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000342,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000343,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000344,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000345,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000346,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000347,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000348,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000349,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00035,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000351,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000352,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000353,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000354,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000355,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000356,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000357,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000358,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000359,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00036,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000361,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000362,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000363,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000364,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000365,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000366,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000367,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000368,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000369,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00037,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000371,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000372,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000373,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000374,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000375,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000376,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000377,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000378,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000379,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00038,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000381,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000382,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000383,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000384,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000385,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000386,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000387,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000388,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000389,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00039,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000391,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000392,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000393,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000394,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000395,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000396,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000397,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000398,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000399,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0004,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000401,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000402,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000403,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000404,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000405,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000406,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000407,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000408,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000409,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00041,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000411,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000412,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000413,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000414,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000415,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000416,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000417,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000418,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000419,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00042,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000421,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000422,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000423,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000424,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000425,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000426,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000427,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000428,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000429,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00043,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000431,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000432,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000433,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000434,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000435,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000436,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000437,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000438,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000439,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00044,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000441,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000442,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000443,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000444,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000445,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000446,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000447,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000448,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000449,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00045,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000451,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000452,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000453,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000454,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000455,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000456,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000457,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000458,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000459,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00046,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000461,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000462,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.000463,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
